Category,City,Country,Customer ID,Customer Name,Discount,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum,day_for_shipping,shipping_date_count,order_date_count,planning_day_for_shipping,planning_day_for_shippin_,late_risk,on_time,shipping_benefit
Office Supplies,Seattle,United States,KH-166304,Ken Heidel,0.0,US,2014-11-03,CA-2014-164049,Medium,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",10.7325,5,West,24,Corporate,2014-11-07,Standard Class,0.58,Washington,Paper,2014,North America,45,4,58,77,4,4,0,1,-0.58
Office Supplies,Seattle,United States,KC-166754,Kimberly Carter,0.0,US,2014-11-04,CA-2014-142636,Medium,OFF-PA-10000157,Xerox 191,65.7342,7,West,140,Corporate,2014-11-08,Standard Class,8.23,Washington,Paper,2014,North America,45,4,60,100,4,4,0,1,-8.23
Office Supplies,Seattle,United States,CS-123554,Christine Sundaresam,0.0,US,2014-11-13,CA-2014-164364,Medium,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.3025,3,West,9,Consumer,2014-11-17,Standard Class,0.69,Washington,Art,2014,North America,46,4,101,114,4,4,0,1,-0.69
Office Supplies,Seattle,United States,CS-123554,Christine Sundaresam,0.0,US,2014-11-13,CA-2014-164364,Medium,OFF-LA-10004853,Avery 483,4.5816,2,West,10,Consumer,2014-11-17,Standard Class,0.75,Washington,Labels,2014,North America,46,4,101,114,4,4,0,1,-0.75
Office Supplies,Seattle,United States,CS-123554,Christine Sundaresam,0.0,US,2014-11-13,CA-2014-164364,Medium,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,8.0997,3,West,28,Consumer,2014-11-17,Standard Class,1.55,Washington,Supplies,2014,North America,46,4,101,114,4,4,0,1,-1.55
Office Supplies,Seattle,United States,TT-210704,Ted Trevino,0.0,US,2014-11-14,CA-2014-122490,Medium,OFF-LA-10001613,Avery File Folder Labels,4.2336,3,West,9,Consumer,2014-11-19,Standard Class,1.05,Washington,Labels,2014,North America,46,5,60,91,4,4,1,0,-1.05
Office Supplies,Seattle,United States,TT-210704,Ted Trevino,0.0,US,2014-11-14,CA-2014-122490,Medium,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,10.3473,3,West,345,Consumer,2014-11-19,Standard Class,31.69,Washington,Storage,2014,North America,46,5,60,91,4,4,1,0,-31.69
Office Supplies,Kent,United States,AI-108554,Arianne Irving,0.0,US,2011-05-10,CA-2011-159709,Medium,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",77.4837,3,West,158,Consumer,2011-05-15,Standard Class,10.65,Washington,Envelopes,2011,North America,20,5,37,33,4,4,1,0,-10.65
Office Supplies,Bellevue,United States,EH-139904,Erica Hackney,0.0,US,2011-05-23,CA-2011-138513,High,OFF-PA-10003177,Xerox 1999,6.2208,2,West,13,Consumer,2011-05-27,Standard Class,1.85,Washington,Paper,2011,North America,22,4,21,23,4,4,0,1,-1.85
Office Supplies,Pasco,United States,MC-172754,Marc Crier,0.0,US,2011-09-08,CA-2011-107818,Low,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",91.152,8,West,304,Consumer,2011-09-14,Standard Class,61.94,Washington,Art,2011,North America,37,6,38,76,4,4,1,0,-61.94
Office Supplies,Pasco,United States,MC-172754,Marc Crier,0.0,US,2011-09-08,CA-2011-107818,Low,OFF-AR-10003045,Prang Colored Pencils,2.646,2,West,6,Consumer,2011-09-14,Standard Class,0.76,Washington,Art,2011,North America,37,6,38,76,4,4,1,0,-0.76
Office Supplies,Pasco,United States,MC-172754,Marc Crier,0.0,US,2011-09-08,CA-2011-107818,Low,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,19.4352,6,West,486,Consumer,2011-09-14,Standard Class,56.26,Washington,Storage,2011,North America,37,6,38,76,4,4,1,0,-56.26
Office Supplies,Edmonds,United States,ZC-219104,Zuschuss Carroll,0.0,US,2011-10-13,CA-2011-151995,High,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,62.0368,4,West,214,Consumer,2011-10-15,First Class,42.66,Washington,Appliances,2011,North America,42,2,39,48,1,1,1,0,-42.66
Office Supplies,Edmonds,United States,ZC-219104,Zuschuss Carroll,0.0,US,2011-10-13,CA-2011-151995,High,OFF-AR-10003190,Newell 32,3.2256,4,West,12,Consumer,2011-10-15,First Class,1.94,Washington,Art,2011,North America,42,2,39,48,1,1,1,0,-1.94
Office Supplies,Olympia,United States,JK-156254,Jim Karlsson,0.0,US,2011-12-08,CA-2011-135608,High,OFF-PA-10001954,Xerox 1964,21.0128,2,West,46,Consumer,2011-12-10,Second Class,7.21,Washington,Paper,2011,North America,50,2,39,67,2,2,0,1,-7.21
Office Supplies,Bellevue,United States,VW-217754,Victoria Wilson,0.0,US,2012-02-06,CA-2012-111507,Low,OFF-AR-10001315,Newell 310,1.5312,3,West,5,Corporate,2012-02-13,Standard Class,0.27,Washington,Art,2012,North America,6,7,33,27,4,4,1,0,-0.27
Office Supplies,Spokane,United States,JF-154154,Jennifer Ferguson,0.0,US,2012-04-05,CA-2012-102855,High,OFF-AR-10002467,Dixon Ticonderoga Pencils,6.4368,8,West,24,Consumer,2012-04-06,Same Day,4.02,Washington,Art,2012,North America,14,1,8,32,0,0,1,0,-4.02
Office Supplies,Des Moines,United States,AB-100604,Adam Bellavance,0.0,US,2012-09-18,CA-2012-150511,Medium,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.7138,2,West,19,Home Office,2012-09-24,Standard Class,0.69,Washington,Paper,2012,North America,38,6,53,67,4,4,1,0,-0.69
Office Supplies,Des Moines,United States,BM-111404,Becky Martin,0.0,US,2013-09-03,CA-2013-106278,Medium,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",30.9918,3,West,66,Consumer,2013-09-06,Second Class,5.04,Washington,Envelopes,2013,North America,36,3,46,83,2,2,1,0,-5.04
Office Supplies,Edmonds,United States,BD-117704,Bryan Davis,0.0,US,2013-09-11,CA-2013-165918,High,OFF-LA-10003720,Avery 487,3.4686,2,West,7,Consumer,2013-09-15,Standard Class,0.94,Washington,Labels,2013,North America,37,4,63,51,4,4,0,1,-0.94
Office Supplies,Edmonds,United States,BD-117704,Bryan Davis,0.0,US,2013-09-11,CA-2013-165918,High,OFF-PA-10000100,Xerox 1945,40.1702,2,West,82,Consumer,2013-09-15,Standard Class,12.57,Washington,Paper,2013,North America,37,4,63,51,4,4,0,1,-12.57
Office Supplies,Redmond,United States,CC-124304,Chuck Clark,0.0,US,2013-09-18,US-2013-148957,Medium,OFF-LA-10002195,Avery 481,5.9136,4,West,12,Home Office,2013-09-24,Standard Class,0.69,Washington,Labels,2013,North America,38,6,86,50,4,4,1,0,-0.69
Office Supplies,Covington,United States,SN-207104,Steve Nguyen,0.0,US,2013-09-27,CA-2013-169957,Medium,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,66.3264,6,West,237,Home Office,2013-10-01,Standard Class,23.16,Washington,Appliances,2013,North America,39,4,56,78,4,4,0,1,-23.16
Office Supplies,Covington,United States,SN-207104,Steve Nguyen,0.0,US,2013-09-27,CA-2013-169957,Medium,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.651,5,West,30,Home Office,2013-10-01,Standard Class,1.72,Washington,Paper,2013,North America,39,4,56,78,4,4,0,1,-1.72
Office Supplies,Marysville,United States,MC-181004,Mick Crebagga,0.0,US,2013-10-08,CA-2013-139808,Medium,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",0.9336,12,West,93,Consumer,2013-10-12,Standard Class,6.76,Washington,Fasteners,2013,North America,41,4,27,30,4,4,0,1,-6.76
Office Supplies,Marysville,United States,SF-202004,Sarah Foster,0.0,US,2013-11-04,CA-2013-127250,High,OFF-AR-10003394,Newell 332,2.3814,3,West,9,Consumer,2013-11-08,Standard Class,0.9,Washington,Art,2013,North America,45,4,41,59,4,4,0,1,-0.9
Office Supplies,Vancouver,United States,FM-142904,Frank Merwin,0.0,US,2013-11-14,CA-2013-155488,High,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,11.4452,2,West,44,Home Office,2013-11-18,Standard Class,2.19,Washington,Art,2013,North America,46,4,66,44,4,4,0,1,-2.19
Office Supplies,Bellevue,United States,CR-125804,Clay Rozendal,0.0,US,2013-11-25,CA-2013-165561,Medium,OFF-SU-10004782,"Elite 5"" Scissors",7.605,3,West,25,Home Office,2013-11-29,Standard Class,1.08,Washington,Supplies,2013,North America,48,4,40,67,4,4,0,1,-1.08
Office Supplies,Spokane,United States,MO-178004,Meg O'Connel,0.0,US,2014-06-04,CA-2014-145506,Medium,OFF-ST-10004963,Eldon Gobal File Keepers,5.4504,9,West,136,Home Office,2014-06-08,Standard Class,13.02,Washington,Storage,2014,North America,23,4,57,75,4,4,0,1,-13.02
Office Supplies,Kent,United States,SB-201854,Sarah Brown,0.0,US,2014-06-13,CA-2014-119424,High,OFF-PA-10001639,Xerox 203,9.3312,3,West,19,Consumer,2014-06-15,Second Class,1.79,Washington,Paper,2014,North America,24,2,66,66,2,2,0,1,-1.79
Office Supplies,Olympia,United States,PF-191654,Philip Fox,0.0,US,2014-06-18,CA-2014-118437,High,OFF-ST-10003722,Project Tote Personal File,4.0687,1,West,14,Consumer,2014-06-22,Second Class,1.76,Washington,Storage,2014,North America,25,4,77,135,2,2,1,0,-1.76
Office Supplies,Kent,United States,JC-153854,Jenna Caffey,0.0,US,2014-07-09,CA-2014-108560,Medium,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",385.3752,8,West,786,Consumer,2014-07-16,Standard Class,61.36,Washington,Labels,2014,North America,28,7,44,61,4,4,1,0,-61.36
Office Supplies,Spokane,United States,BW-111104,Bart Watters,0.0,US,2014-09-01,CA-2014-154074,High,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",43.4217,7,West,150,Corporate,2014-09-03,Second Class,11.91,Washington,Storage,2014,North America,36,2,42,68,2,2,0,1,-11.91
Office Supplies,Edmonds,United States,PF-192254,Phillip Flathmann,0.0,US,2014-09-08,US-2014-130687,High,OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,7.2744,1,West,26,Consumer,2014-09-11,First Class,2.95,Washington,Art,2014,North America,37,3,66,85,1,1,1,0,-2.95
Office Supplies,Pasco,United States,MC-178454,Michael Chen,0.0,US,2014-11-11,US-2014-128447,Medium,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",112.224,5,West,401,Consumer,2014-11-18,Standard Class,23.36,Washington,Appliances,2014,North America,46,7,76,65,4,4,1,0,-23.36
Office Supplies,Longview,United States,MB-173054,Maria Bertelson,0.0,US,2014-11-13,CA-2014-149944,Medium,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,22.0748,2,West,76,Consumer,2014-11-17,Second Class,2.94,Washington,Appliances,2014,North America,46,4,101,114,2,2,1,0,-2.94
Office Supplies,Longview,United States,MB-173054,Maria Bertelson,0.0,US,2014-11-13,CA-2014-149944,Medium,OFF-FA-10003495,Staples,9.12,3,West,18,Consumer,2014-11-17,Second Class,0.63,Washington,Fasteners,2014,North America,46,4,101,114,2,2,1,0,-0.63
Office Supplies,Renton,United States,CK-122054,Chloris Kastensmidt,0.0,US,2014-11-22,CA-2014-110443,High,OFF-PA-10003797,Xerox 209,24.8832,8,West,52,Consumer,2014-11-26,Standard Class,6.52,Washington,Paper,2014,North America,47,4,67,55,4,4,0,1,-6.52
Office Supplies,Edmonds,United States,BS-117554,Bruce Stewart,0.0,US,2014-12-30,CA-2014-130631,Medium,OFF-FA-10000089,Acco Glide Clips,9.604,5,West,20,Consumer,2015-01-03,Standard Class,0.71,Washington,Fasteners,2014,North America,53,4,48,79,4,4,0,1,-0.71
Office Supplies,Las Vegas,United States,IM-150554,Ionia McGrath,0.0,US,2011-01-24,CA-2011-102645,Medium,OFF-PA-10001804,Xerox 195,19.2384,6,West,40,Consumer,2011-01-29,Standard Class,4.31,Nevada,Paper,2011,North America,5,5,23,21,4,4,1,0,-4.31
Office Supplies,Logan,United States,JF-152954,Jason Fortune-,0.0,US,2011-03-14,CA-2011-114510,Medium,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,3.2392,1,West,81,Consumer,2011-03-19,Standard Class,3.07,Utah,Storage,2011,North America,12,5,20,23,4,4,1,0,-3.07
Office Supplies,Logan,United States,JF-152954,Jason Fortune-,0.0,US,2011-03-14,CA-2011-114510,Medium,OFF-ST-10003221,Staples,5.7672,2,West,21,Consumer,2011-03-19,Standard Class,1.96,Utah,Storage,2011,North America,12,5,20,23,4,4,1,0,-1.96
Office Supplies,Great Falls,United States,MM-180554,Michelle Moray,0.0,US,2011-04-11,CA-2011-110555,Medium,OFF-ST-10000876,Eldon Simplefile Box Office,24.3824,7,West,87,Consumer,2011-04-18,Standard Class,4.86,Montana,Storage,2011,North America,16,7,18,21,4,4,1,0,-4.86
Office Supplies,West Jordan,United States,AG-102704,Alejandro Grove,0.0,US,2011-05-13,CA-2011-167164,Medium,OFF-ST-10000107,Fellowes Super Stor/Drawer,9.99,2,West,56,Consumer,2011-05-15,Second Class,1.82,Utah,Storage,2011,North America,20,2,37,21,2,2,0,1,-1.82
Office Supplies,Murray,United States,Dp-132404,Dean percer,0.0,US,2011-05-26,CA-2011-129574,High,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",23.232,5,West,48,Home Office,2011-05-29,First Class,12.93,Utah,Paper,2011,North America,22,3,18,20,1,1,1,0,-12.93
Office Supplies,North Las Vegas,United States,TS-212054,Thomas Seio,0.0,US,2011-06-09,CA-2011-160262,High,OFF-AR-10002335,DIXON Oriole Pencils,4.6956,7,West,18,Corporate,2011-06-13,Second Class,2.0,Nevada,Art,2011,North America,24,4,29,43,2,2,1,0,-2.0
Office Supplies,North Las Vegas,United States,TS-212054,Thomas Seio,0.0,US,2011-06-09,CA-2011-160262,High,OFF-PA-10003641,Xerox 1909,36.4044,3,West,79,Corporate,2011-06-13,Second Class,19.07,Nevada,Paper,2011,North America,24,4,29,43,2,2,1,0,-19.07
Office Supplies,Pleasant Grove,United States,VD-216704,Valerie Dominguez,0.0,US,2011-08-04,CA-2011-126361,High,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,305.13,3,West,1090,Consumer,2011-08-09,Second Class,171.65,Utah,Appliances,2011,North America,32,5,38,45,2,2,1,0,-171.65
Office Supplies,Pleasant Grove,United States,VD-216704,Valerie Dominguez,0.0,US,2011-08-04,CA-2011-126361,High,OFF-AR-10000896,Newell 329,4.264,5,West,16,Consumer,2011-08-09,Second Class,0.41,Utah,Art,2011,North America,32,5,38,45,2,2,1,0,-0.41
Office Supplies,Pleasant Grove,United States,VD-216704,Valerie Dominguez,0.0,US,2011-08-04,CA-2011-126361,High,OFF-PA-10000806,Xerox 1934,219.4416,8,West,448,Consumer,2011-08-09,Second Class,64.74,Utah,Paper,2011,North America,32,5,38,45,2,2,1,0,-64.74
Office Supplies,Pleasant Grove,United States,VD-216704,Valerie Dominguez,0.0,US,2011-08-04,CA-2011-126361,High,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",7.945,5,West,159,Consumer,2011-08-09,Second Class,15.1,Utah,Storage,2011,North America,32,5,38,45,2,2,1,0,-15.1
Office Supplies,Reno,United States,NF-184754,Neil Französisch,0.0,US,2011-10-01,US-2011-132745,High,OFF-FA-10000254,Sterling Rubber Bands by Alliance,0.0,1,West,5,Home Office,2011-10-05,Standard Class,0.63,Nevada,Fasteners,2011,North America,40,4,35,10,4,4,0,1,-0.63
Office Supplies,Albuquerque,United States,FC-143354,Fred Chung,0.0,US,2011-10-10,US-2011-134054,Medium,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",112.574,7,West,256,Corporate,2011-10-10,Same Day,45.46,New Mexico,Art,2011,North America,42,0,57,32,0,0,0,1,-45.46
Office Supplies,Provo,United States,JG-158054,John Grady,0.0,US,2011-11-18,CA-2011-104829,High,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",9.891,7,West,22,Corporate,2011-11-21,Second Class,3.96,Utah,Paper,2011,North America,47,3,43,59,2,2,1,0,-3.96
Office Supplies,Salt Lake City,United States,DB-133604,Dennis Bolton,0.0,US,2011-11-19,CA-2011-100972,Medium,OFF-PA-10000357,Xerox 1888,79.8912,3,West,166,Home Office,2011-11-24,Second Class,14.67,Utah,Paper,2011,North America,47,5,37,24,2,2,1,0,-14.67
Office Supplies,Caldwell,United States,SH-199754,Sally Hughsby,0.0,US,2011-12-10,US-2011-112991,Medium,OFF-PA-10000019,Xerox 1931,12.4416,4,West,26,Corporate,2011-12-14,Standard Class,1.47,Idaho,Paper,2011,North America,50,4,43,30,4,4,0,1,-1.47
Office Supplies,Caldwell,United States,SH-199754,Sally Hughsby,0.0,US,2011-12-10,US-2011-112991,Medium,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",42.0256,4,West,91,Corporate,2011-12-14,Standard Class,8.97,Idaho,Paper,2011,North America,50,4,43,30,4,4,0,1,-8.97
Office Supplies,Albuquerque,United States,ST-205304,Shui Tom,0.0,US,2011-12-29,CA-2011-152345,Medium,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,7.9896,1,West,33,Consumer,2012-01-03,Second Class,4.35,New Mexico,Storage,2011,North America,53,5,37,58,2,2,1,0,-4.35
Office Supplies,Bozeman,United States,CW-119054,Carl Weiss,0.0,US,2012-01-23,CA-2012-119214,Medium,OFF-LA-10003077,Avery 500,6.8714,2,West,15,Home Office,2012-01-27,Standard Class,0.37,Montana,Labels,2012,North America,4,4,22,27,4,4,0,1,-0.37
Office Supplies,Bozeman,United States,CW-119054,Carl Weiss,0.0,US,2012-01-23,CA-2012-119214,Medium,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",13.9392,3,West,29,Home Office,2012-01-27,Standard Class,2.74,Montana,Paper,2012,North America,4,4,22,27,4,4,0,1,-2.74
Office Supplies,Las Cruces,United States,JE-157154,Joe Elijah,0.0,US,2012-02-21,CA-2012-129770,Critical,OFF-PA-10000249,Staples,23.0864,4,West,49,Consumer,2012-02-23,Second Class,17.59,New Mexico,Paper,2012,North America,8,2,8,14,2,2,0,1,-17.59
Office Supplies,Farmington,United States,AW-108404,Anthony Witt,0.0,US,2012-04-13,CA-2012-149678,Critical,OFF-SU-10004498,Martin-Yale Premier Letter Opener,0.3864,1,West,13,Consumer,2012-04-15,Second Class,3.29,New Mexico,Supplies,2012,North America,15,2,34,35,2,2,0,1,-3.29
Office Supplies,Orem,United States,TM-210104,Tamara Manning,0.0,US,2012-05-31,CA-2012-147788,Medium,OFF-LA-10003766,Self-Adhesive Removable Labels,7.56,5,West,16,Consumer,2012-06-04,Standard Class,1.16,Utah,Labels,2012,North America,22,4,19,50,4,4,0,1,-1.16
Office Supplies,Orem,United States,TM-210104,Tamara Manning,0.0,US,2012-05-31,CA-2012-147788,Medium,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,61.389,2,West,323,Consumer,2012-06-04,Standard Class,33.5,Utah,Storage,2012,North America,22,4,19,50,4,4,0,1,-33.5
Office Supplies,Layton,United States,KL-166454,Ken Lonsdale,0.0,US,2012-06-22,CA-2012-128167,High,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.3312,4,West,5,Consumer,2012-06-26,Second Class,0.3,Utah,Fasteners,2012,North America,25,4,34,39,2,2,1,0,-0.3
Office Supplies,Santa Fe,United States,MH-172904,Marc Harrigan,0.0,US,2012-09-19,CA-2012-137603,Medium,OFF-AR-10001972,Newell 323,2.184,5,West,8,Home Office,2012-09-24,Standard Class,0.21,New Mexico,Art,2012,North America,38,5,53,29,4,4,1,0,-0.21
Office Supplies,Sparks,United States,JF-154154,Jennifer Ferguson,0.0,US,2012-10-25,CA-2012-105844,High,OFF-AR-10001955,Newell 319,23.808,4,West,79,Consumer,2012-10-27,Second Class,8.75,Nevada,Art,2012,North America,43,2,26,41,2,2,0,1,-8.75
Office Supplies,West Jordan,United States,SC-200954,Sanjit Chand,0.0,US,2012-11-08,CA-2012-123568,Medium,OFF-FA-10002701,Alliance Rubber Bands,0.2016,3,West,5,Consumer,2012-11-14,Standard Class,0.39,Utah,Fasteners,2012,North America,45,6,70,88,4,4,1,0,-0.39
Office Supplies,West Jordan,United States,SC-200954,Sanjit Chand,0.0,US,2012-11-08,CA-2012-123568,Medium,OFF-PA-10001125,Xerox 1988,41.823,3,West,93,Consumer,2012-11-14,Standard Class,4.52,Utah,Paper,2012,North America,45,6,70,88,4,4,1,0,-4.52
Office Supplies,Las Vegas,United States,AG-103004,Aleksandra Gannaway,0.0,US,2012-11-19,CA-2012-166800,Medium,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,8.3916,4,West,31,Corporate,2012-11-26,Standard Class,2.74,Nevada,Appliances,2012,North America,47,7,63,44,4,4,1,0,-2.74
Office Supplies,Las Cruces,United States,MA-179954,Michelle Arnett,0.0,US,2012-11-28,CA-2012-157028,Medium,OFF-AR-10004441,BIC Brite Liner Highlighters,3.4776,2,West,8,Home Office,2012-12-03,Standard Class,0.1,New Mexico,Art,2012,North America,48,5,63,54,4,4,1,0,-0.1
Office Supplies,Las Vegas,United States,JM-158654,John Murray,0.0,US,2012-11-30,CA-2012-107685,High,OFF-PA-10003848,Xerox 1997,12.4416,4,West,26,Consumer,2012-12-02,Second Class,2.45,Nevada,Paper,2012,North America,48,2,29,50,2,2,0,1,-2.45
Office Supplies,North Las Vegas,United States,IL-151004,Ivan Liston,0.0,US,2012-12-06,US-2012-114741,High,OFF-LA-10004853,Avery 483,6.8724,3,West,15,Consumer,2012-12-10,Standard Class,1.8,Nevada,Labels,2012,North America,49,4,45,44,4,4,0,1,-1.8
Office Supplies,North Las Vegas,United States,IL-151004,Ivan Liston,0.0,US,2012-12-06,US-2012-114741,High,OFF-PA-10000048,Xerox 20,3.1104,1,West,6,Consumer,2012-12-10,Standard Class,0.61,Nevada,Paper,2012,North America,49,4,45,44,4,4,0,1,-0.61
Office Supplies,North Las Vegas,United States,IL-151004,Ivan Liston,0.0,US,2012-12-06,US-2012-114741,High,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,238.653,5,West,1326,Consumer,2012-12-10,Standard Class,136.24,Nevada,Storage,2012,North America,49,4,45,44,4,4,0,1,-136.24
Office Supplies,Las Vegas,United States,JD-158954,Jonathan Doherty,0.0,US,2012-12-12,CA-2012-127481,Medium,OFF-PA-10002377,Xerox 1916,48.94,2,West,98,Corporate,2012-12-15,Second Class,8.74,Nevada,Paper,2012,North America,50,3,39,40,2,2,1,0,-8.74
Office Supplies,Las Vegas,United States,JD-158954,Jonathan Doherty,0.0,US,2012-12-12,CA-2012-127481,Medium,OFF-PA-10002036,Xerox 1930,15.876,5,West,32,Corporate,2012-12-15,Second Class,3.24,Nevada,Paper,2012,North America,50,3,39,40,2,2,1,0,-3.24
